route_id,origin,vehicle_type,num_stops,total_weight_kg,max_weight_kg,total_volume_cbm,max_volume_cbm,weight_utilization_pct,volume_utilization_pct,distance_km,stop_sequence
224,Kiat Ananda Jakarta,Tronton,26,6762.02,15000,27.8016,30.0,45.08,92.67,36.037,3891203893432572 → 2807703901688214 → 5702103910902275 → 7077803897061370 → 5276303902089855 → 4903703912698561 → 2857403897213537 → 5898203917940186 → 9203203900905253 → 3820003912698150 → 9203203900905253-R1 → 1304503917938994 → 3057203897232045 → 5414303895530819-R1 → 6617803912697664 → 3044003897945192 → 5363803902154655 → 1263303897215064 → 7668803897231219 → 1847303897231670 → 4908703897231427 → 3135003897242250 → 8961003917939282 → 7979403917938860 → 8814003896980162 → 2233203893869652
225,Kiat Ananda Jakarta,Tronton,23,5627.45,15000,29.1298,30.0,37.52,97.1,82.624,2940603895441022 → 4765903900554980 → 4639703900543570 → 7270703895444603 → 4643103900545836 → 9850703895444982 → 4387603912698994 → 2940603895441022-R1 → 8916303900550436 → 0603895441022-R1 → 7048103895186281A → 6396203898353983 → 048103895186281A → 5254403895339944 → 6396203898353983-R1 → 7048103895186281A-R1 → 5254403895339944-R1 → 8103895186281A-R1 → 4403895339944-R1 → 5727603912697917 → 2604503886479011 → 7048103895186281B → 048103895186281B
226,Kiat Ananda Jakarta,Pickup,1,50.0,1500,1.896,2.0,3.33,94.8,77.774,5226203902334516
227,Kiat Ananda Jakarta,CDE,6,1500.26,2000,5.6,6.0,75.01,93.33,757.011,1573703899248319 → 2602803917937319 → 5273603914674728 → 2768303917755130 → 3770703912698208 → 1220103917938832
228,Kiat Ananda Jakarta,Fuso,26,5771.75,8000,23.2579,25.0,72.15,93.03,180.017,6907803900697011 → 6041603893598938 → 1570803900702912 → 3695603902260317 → 1388903900798061 → 7553103900704387 → 6858603894279706 → 3281203901272282 → 1644903900740705 → 4188603907357002 → 5512203912699192 → 9299903894256963 → 4481203900697380 → 2804003893723320 → 4938003893715207 → 7283503907487118 → 6786303896925642 → 8932603909218409 → 7554503912697780 → 2804003893723320-R1 → 4938003893715207-R1 → 6363103893741936 → 2561103893716240 → 9280403893723538 → 8003893715207-R1 → 9243503917954582
229,Kiat Ananda Jakarta,CDE,5,1154.16,2000,4.2253,6.0,57.71,70.42,91.85,2356503898911484 → 3776603912698858 → 7192903895465279 → 8928803912698959 → 7192903895465279-R1
230,Kiat Ananda Jakarta,Tronton,10,7984.33,15000,29.9995,30.0,53.23,100.0,63.761,3139503898870628 → 5730703895801846 → 3877403895706975 → 2967703895699986 → 4143803900529047A → 2269003896979514 → 9157103895348642 → 9390703907250126 → 1448803900373482 → 2206203895800905
231,Kiat Ananda Jakarta,Tronton,45,6621.83,15000,26.0633,30.0,44.15,86.88,63.761,5247503898888218 → 1219703895422993 → 5512703902488052 → 3139503898870628-R1 → 7600503912697888 → 7756903900277683 → 5481403900277910 → 5400003900278196 → 1004903897206797 → 5760003912698354 → 5730703895801846-R1 → 3877403895706975-R1 → 9964203898841943 → 6044203898842152 → 77403895706975-R1 → 3277003893515751 → 6604503895306302 → 7243003900580143 → 3270103903997257 → 8149803912699281 → 2967703895699986-R1 → 1677703897155288 → 3207503912697515 → 7703895699986-R1 → 1738103895309004 → 4143803900529047B → 6353403897211859 → 5675803907583906 → 9869403907240929 → 7461003902398289 → 1222603912698014 → 8740103895702873 → 3984403895677334 → 9730603895779556 → 1171603895720881 → 5470303909150795 → 3195103902341812 → 9402603895735603 → 1670103912698403 → 8740103895702873-R1 → 3984403895677334-R1 → 7801903902343866 → 4403895677334-R1 → 1289003917954450 → 7366503917954484
232,Kiat Ananda Jakarta,Fuso,28,3905.27,8000,20.0852,25.0,48.82,80.34,92.86,9528203897526151A → 8581303897032547 → 1056503895193414 → 5855603897230561 → 9113503897449201 → 3496803897422027 → 3141103899091696 → 1582903899090812 → 8636703902311496 → 4932903900656480 → 7958003900340219 → 9049603888600944 → 3825303912697950 → 8069703912734058 → 5855603897230561-R1 → 8581303897032547-R1 → 8806403897449497 → 9528203897526151B → 4028403917954409 → 7824403890518402 → 8738303888601865 → 3307103895481169 → 9486103893450066 → 8079803899085584 → 4837803901925714 → 1425903912698929 → 3993503893452769 → 9486103893450066-R1
233,Kiat Ananda Jakarta,CDD Long,62,4482.46,6000,18.3297,20.0,74.71,91.65,66.315,1342403895210898 → 3258703896961540 → 7326503895073407 → 6563303888600891 → 5590103893424632 → 3343903888602303 → 2846203893485566 → 5646503893388945 → 5729203883522081 → 5979903893410367 → 5791303890256609 → 6063303902493776 → 3301803888601253 → 8108303896940486 → 2539903900260426 → 7027503912699067 → 5646503893388945-R1 → 5516103884890452 → 6449303901044660 → 8539803888602050 → 9779803917954420 → 1053703893729276 → 5868503893740175 → 7109103888600518 → 1177603912698324 → 8098403891992946 → 9999803902255357 → 7967703902282285 → 1449503892000432 → 9999803902255357-R2 → 8098403891992946-R2 → 3613503899099470 → 1449503892000432-R2 → 5813403893536121 → 2659903893542375 → 8048903888601152 → 8012203905748145 → 1956803904437201 → 2004203912697500 → 9877203893776413 → 6337203893786955B → 4320503903963451 → 6691003888602806 → 7746903912699253 → 7885103893779192 → 8449603902568634 → 6337203893786955B-R1 → 6337203893786955A → 8868303895199314 → 8595603897000974 → 1331803902326579 → 1469903888600879 → 2557303912699254 → 6714903897152507 → 1068703896968867 → 8952103893737804 → 3344903902245390 → 9254303904299332 → 6335703888600476 → 1892603912698718 → 3727103902390847 → 4689803900271787
234,Kiat Ananda Jakarta,CDD,8,1904.52,4000,8.5797,12.0,47.61,71.5,57.182,2798603898928401 → 2493003888600608 → 3452403912697746 → 6430203917938984 → 6304503898982613 → 6627703901164078 → 8243503912698136 → 5756403917940140
235,Kiat Ananda Jakarta,Tronton,24,7551.48,15000,27.877,30.0,50.34,92.92,50.332,1676603900625460 → 9141103902538325 → 4701903905338557 → 6842103905341027 → 4479103907552522 → 3489703902594228 → 5255303915712530 → 9455603902735968 → 9180603898836301 → 9286203898806273 → 9286203898806273-R1 → 1947003895220732 → 4998803896910479 → 2411703899436387 → 5081803897635938 → 8805603888600623 → 4998803896910479-R1 → 1551303900291267 → 3766003896830743 → 8081803897257047 → 9537403901904299 → 3526303908899451 → 4774103896831200 → 3766003896830743-R1
236,Kiat Ananda Jakarta,CDD,15,2073.24,4000,8.9838,12.0,51.83,74.86,59.348,5042903900335120 → 8250803893602102 → 8470603888602835 → 6843603912697706 → 1532803900430722 → 2098303895124265 → 6736803895123892 → 2914903895123347 → 4157503917954412 → 5517603900626496A → 4394003900993316 → 6423703901033773 → 1884003912699174 → 5517603900626496B → 7488903917940348
237,Kiat Ananda Jakarta,Tronton,11,7376.8,15000,28.9702,30.0,49.18,96.57,27.663,2089803899365024 → 8635503899370580 → 8810303892022408 → 2155403891995229 → 1563003918398902 → 1920203914423428 → 9920303918409680 → 2155403891995229-R1 → 4587103907454822 → 5987203892008308 → 6910703892006012
238,Kiat Ananda Jakarta,CDE,1,698.0,2000,5.2953,6.0,34.9,88.26,20.897,1947603899327830
239,Kiat Ananda Jakarta,Tronton,26,5766.2,15000,26.5368,30.0,38.44,88.46,70.699,2630603902138074 → 6675003897070097 → 8015003902143059 → 2463403902506425 → 6675003897070097-R1 → 4564803912698974 → 5003897070097-R1 → 5303103893531561 → 1415803892223740 → 5997403888570726 → 2587703902108009 → 4780103892134400 → 7360103900892734 → 6126003897187066 → 2371703897179231 → 8977503912697684 → 2973203893535534 → 5420703892297729 → 3770503902578927 → 7998203899242365 → 3962903899241310 → 4572303910775984 → 4058203905545106 → 6008103893662600 → 7244203912704826 → 5478503875038446
240,Kiat Ananda Jakarta,CDD,11,2182.24,4000,7.62,12.0,54.56,63.5,813.124,2821603902399655 → 4129703912698368 → 4624503917940565 → 1661703905996135 → 3510303900406402 → 3176603907049401 → 9837003912699254 → 3049903905973943 → 4026103905971045 → 6607703905973451 → 6197603917940418
241,Kiat Ananda Jakarta,Fuso,9,4963.95,8000,21.6394,25.0,62.05,86.56,50.829,3251303895053884 → 3337803888602577 → 3251303895053884-R1 → 8819203895423337 → 1391403895410168 → 5990503897067023 → 1391403895410168-R1 → 9560403895442962 → 7216103917954465
242,Kiat Ananda Jakarta,CDD Long,15,4391.76,6000,16.9748,20.0,73.2,84.87,64.856,3164103895454444 → 8440703912697844 → 3164103895454444-R1 → 2336303917939384 → 8259803898338667B → 3128203898569657B → 9250203900039592 → 8259803898338667C → 4136303900037931 → 9167103898341447 → 6741403898340054 → 5422603912697976 → 3152703898341737 → 8924303898342297 → 3131303917939044
243,Kiat Ananda Jakarta,CDE,10,931.67,2000,3.337,6.0,46.58,55.62,103.74,5579803898829072 → 5990603893773233A → 8672003895446041 → 1517403898829782 → 9381003888602287 → 4472303898836185 → 4360703912698694 → 8753703893811350 → 8829503897212702 → 5990603893773233B
244,Kiat Ananda Jakarta,CDD Long,12,4313.16,6000,19.02,20.0,71.89,95.1,881.658,9357703899028040 → 2583503912697576 → 8634203917939822 → 2801403899476535 → 1028903912699178 → 3383903917939812 → 3495503900321364A → 4529003912699246 → 7049503900321816 → 6300503900322091 → 3495503900321364B → 6371503917940545
245,Kiat Ananda Jakarta,Fuso,19,4897.43,8000,24.5844,25.0,61.22,98.34,23.251,1929803900826996 → 7589203900790209 → 4235203897181247 → 5399303897178200 → 4263303902941674 → 9954103912699202 → 5399303897178200-R1 → 3640303900857323 → 6162903917938821 → 9463103898856199 → 8287403912331072 → 8786303904844169 → 2604303904466233 → 5196403911247076 → 6869303914659242 → 5787303904500687 → 1438403912697508 → 9463103898856199-R1 → 7727303917938868
